RegularWaitMin,RecommendedThresholdMin,EligibleShortTripPct,GapBefore,GapAfter
120,62,3.94736842105262,1.01615646258504,0.0679921115391551
150,64,10.5263157894737,2.60143596593755,0.250186600655695
180,65,13.8157894736842,3.55334051724138,0.052746881711137
210,66,17.1052631578947,4.12698412698413,0.182181399691665
240,66,17.1052631578947,4.46574832464631,0.411674623907761
270,67,20.3947368421052,4.65436693324887,0.0391486788637323
300,67,20.3947368421052,4.74495362793235,0.310069294855726
330,68,23.6842105263158,4.77060953172295,0.267520555814521
360,68,23.6842105263158,4.75291909924937,0.030966932227436
