催化剂编号,指标,一次调整R2,二次调整R2,一次RMSE,二次RMSE,一次LOOCV_RMSE,二次LOOCV_RMSE,二次项F检验p值,最终选择
A1,C4烯烃选择性,0.715889504932944,0.831914776625744,2.83987711001726,1.78350793982774,5.21486265154604,6.93036110700316,0.221805165137635,一次多项式
A1,乙醇转化率,0.909564616296795,0.959495389400913,3.17758774657066,1.73634076066092,6.53524994008682,5.29205723451497,0.162497579738931,二次多项式
A2,C4烯烃选择性,0.781237646029694,0.960568998276575,3.47102059918981,1.20321759105682,6.69674970849018,3.91781387879043,0.0620042034360611,二次多项式
A2,乙醇转化率,0.986675110352989,0.982159857769791,2.35496537514794,2.2248782082569,3.97009707423389,9.00587221877689,0.672238435116916,一次多项式
A7,C4烯烃选择性,0.916505366883014,0.999301273602469,2.60127674222778,0.194296610129692,5.52378063091708,0.905793362506544,0.00279340779265835,二次多项式
A7,乙醇转化率,0.998381695218269,0.999415235713109,0.708733100839249,0.347854278195253,1.40116842365512,0.85482497218316,0.128734150975082,一次多项式
A8,C4烯烃选择性,0.977641010895919,0.999051513578927,1.70377957130205,0.286521524883818,3.64047342607681,0.932147263670951,0.0142416826505045,二次多项式
A8,乙醇转化率,0.939753431488289,0.998077510828875,3.97875762844666,0.580320146732992,8.29971847844148,2.62453772159826,0.010693964231464,二次多项式
